>GU823937.1.1056_U,k:Eukaryota,d:TSAR,p:Alveolata-Perkinsea,c:Perkinsida,o:Perkinsida_X,f:Parviluciferaceae,g:Parviluciferaceae_X,s:Parviluciferaceae_X_sp.
>GU824317.1.1056_U,k:Eukaryota,d:TSAR,p:Alveolata-Perkinsea,c:Perkinsida,o:Perkinsida_X,f:Parviluciferaceae,g:Parviluciferaceae_X,s:Parviluciferaceae_X_sp.
>AY046779.1.1205_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Peronosporomycetes,o:Peronosporomycetes_X,f:Peronosporomycetes_XX,g:Peronosporomycetes_XXX,s:Peronosporomycetes_XXX_sp.
>AY598631.1.1803_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Peronosporomycetes,o:Peronosporomycetes_X,f:Peronosporales,g:Pythium,s:Pythium_apleroticum
>AY046764.1.1205_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Peronosporomycetes,o:Peronosporomycetes_X,f:Peronosporomycetes_XX,g:Peronosporomycetes_XXX,s:Peronosporomycetes_XXX_sp.
>AB820365.1.1907_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Phaeodarea,o:Phaeocystida,f:Aulacanthidae,g:Aulographis,s:Aulographis_sp.
>AB820366.1.1907_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Phaeodarea,o:Phaeocystida,f:Aulacanthidae,g:Aulographis,s:Aulographis_sp.
>AB218767.1.1758_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Phaeodarea,o:Phaeogromida,f:Challengeriidae,g:Protocystis,s:Protocystis_xiphodon
>AB095294.1.1804_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Phaeophyceae,o:Phaeophyceae_X,f:Phaeophyceae_XX,g:Dictyopteris,s:Dictyopteris_prolifera
>AB087132.1.1756_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Phaeophyceae,o:Phaeophyceae_X,f:Phaeophyceae_XX,g:Spatoglossum,s:Spatoglossum_pacificum
>AB087113.1.1757_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Phaeophyceae,o:Phaeophyceae_X,f:Phaeophyceae_XX,g:Dictyopteris,s:Dictyopteris_polypodioides
>AF044846.1.1201_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Phaeothamniophyceae,o:Phaeothamniales,f:Phaeothamniales_X,g:Phaeothamnion,s:Phaeothamnion_confervicola
>AB365201.1.1692_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Phaeothamniophyceae,o:Phaeothamniales,f:Phaeothamniales_X,g:Stichogloea,s:Stichogloea_doederleinii
>AB365198.1.1744_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Phaeothamniophyceae,o:Phaeothamniales,f:Phaeothamniales_X,g:Phaeothamniales_XX,s:Phaeothamniales_XX_sp.
>EF623827.1.1709_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Phyllopharyngea,o:Cyrtophoria_7,f:Hartmannulidae,g:Hartmannula,s:Hartmannula_sinica
>JN867018.1.1719_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Phyllopharyngea,o:Cyrtophoria_6,f:Plesiotrichopidae,g:Trochochilodon,s:Trochochilodon_flavus
>FJ008926.1.1749_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Phyllopharyngea,o:Synhymenia,f:Orthodonellidae,g:Zosterodasys,s:Zosterodasys_agamalievi
>HM990666.1.1801_U,k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Picocystophyceae,o:Picocystales,f:Picocystaceae,g:Picocystis,s:Picocystis_salinarum
>HM990664.1.1806_U,k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Picocystophyceae,o:Picocystales,f:Picocystaceae,g:Picocystis,s:Picocystis_salinarum
>HM990669.1.1611_U,k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Picocystophyceae,o:Picocystales,f:Picocystaceae,g:Picocystis,s:Picocystis_salinarum
>JX988758.1.1807_U,k:Eukaryota,d:Archaeplastida,p:Picozoa-Picozoa_X,c:Picomonadea,o:Picomonadida,f:Picomonadidae,g:Picomonas,s:Picomonas_judraskeda
>JQ956210.1.964_U,k:Eukaryota,d:Archaeplastida,p:Picozoa-Picozoa_X,c:Picozoa_XX,o:Picozoa_XXX,f:Picozoa_XXXX,g:Picozoa_XXXXX,s:Picozoa_XXXXX_sp.
>HQ867420.1.880_U,k:Eukaryota,d:Archaeplastida,p:Picozoa-Picozoa_X,c:Picozoa_XX,o:Picozoa_XXX,f:Picozoa_XXXX,g:Picozoa_XXXXX,s:Picozoa_XXXXX_sp.
>JQ782333.1.951_U,k:Eukaryota,d:Archaeplastida,p:Picozoa-Picozoa_X,c:Picozoa_XX,o:Picozoa_XXX,f:Picozoa_XXXX,g:Picozoa_XXXXX,s:Picozoa_XXXXX_sp.
>HQ710581.1.1692_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Pinguiophyceae,o:Pinguiochrysidales,f:Pinguiochrysidaceae,g:Polypodochrysis,s:Polypodochrysis_teissieri
>AB058925.1.1804_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Pinguiophyceae,o:Pinguiochrysidales,f:Pinguiochrysidaceae,g:Polypodochrysis,s:Polypodochrysis_teissieri
>AF438322.1.1771_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Pinguiophyceae,o:Pinguiochrysidales,f:Pinguiochrysidaceae,g:Polypodochrysis,s:Polypodochrysis_teissieri
>HQ869747.1.875_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Pirsoniales,o:Pirsoniales_X,f:Pirsoniales_XX,g:Pirsonia_Clade__XXX,s:Pirsonia_Clade__XXX_sp.
>HQ866439.1.898_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Pirsoniales,o:Pirsoniales_X,f:Pirsoniales_XX,g:Pirsonia_Clade__XXX,s:Pirsonia_Clade__XXX_sp.
>HQ867872.1.907_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Pirsoniales,o:Pirsoniales_X,f:Pirsoniales_XX,g:Pirsonia_Clade__XXX,s:Pirsonia_Clade__XXX_sp.
>ABGP01001197.1595.3380_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Placozoa,o:Placozoa_X,f:Placozoa_XX,g:Trichoplax,s:Trichoplax_adhaerens
>L10828.1.1787_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Placozoa,o:Placozoa_X,f:Placozoa_XX,g:Trichoplax,s:Trichoplax_adhaerens
>AY652580.1.1202_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Placozoa,o:Placozoa_X,f:Placozoa_XX,g:Trichoplax,s:Trichoplax_sp.
>EF527191.1.1362_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Plagiopylea,o:Plagiopylea_X,f:Plagiopylidae,g:Plagiopylidae_X,s:Plagiopylidae_X_sp.
>AB285526.1.1617_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Plagiopylea,o:Plagiopylea_X,f:Trimyemidae,g:Trimyema,s:Trimyema_compressum
>AY046826.1.1173_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Plagiopylea,o:Plagiopylea_X,f:Plagiopylidae,g:Plagiopylidae_X,s:Plagiopylidae_X_sp.
>FN552026.1.1778_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Platyhelminthes,o:Turbellaria,f:Acoelomorpha,g:Neochildia,s:Neochildia_fusca
>AY157217.1.1870_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Platyhelminthes,o:Trematoda,f:Digenea,g:Trichobilharzia,s:Trichobilharzia_ocellata
>AY222109.1.1834_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Platyhelminthes,o:Trematoda,f:Digenea,g:Maculifer,s:Maculifer_sp.
>GU820903.1.1217_U,k:Eukaryota,d:TSAR,p:Rhizaria-Radiolaria,c:Polycystinea,o:Spumellaria,f:Astrosphaeridae,g:Cladococcus,s:Cladococcus_scoparius
>GU820930.1.1408_U,k:Eukaryota,d:TSAR,p:Rhizaria-Radiolaria,c:Polycystinea,o:Spumellaria,f:Spumellaria_1,g:Spumellaria_1_X,s:Spumellaria_1_X_sp.
>FJ169723.1.932_U,k:Eukaryota,d:TSAR,p:Rhizaria-Radiolaria,c:Polycystinea,o:Spumellaria,f:Astrosphaeridae,g:Heliosphaera,s:Heliosphaera_sp.
>KC902140.1.1723_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Porifera,o:Porifera_X,f:Demospongiae,g:Clathria,s:Clathria_atrasanguinea
>KC902343.1.1728_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Porifera,o:Porifera_X,f:Demospongiae,g:Cinachyrella,s:Cinachyrella_paterifera
>DQ167159.1.1793_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Porifera,o:Porifera_X,f:Demospongiae,g:Ephydatia,s:Ephydatia_muelleri
>AJ880418.1.1703_U,k:Eukaryota,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Porphyridiophyceae,o:Porphyridiales,f:Porphyridiales_X,g:Porphyridium,s:Porphyridium_purpureum
>FM876989.1.802_U,k:Eukaryota,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Porphyridiophyceae,o:Porphyridiales,f:Porphyridiales_X,g:Porphyridium,s:Porphyridium_sp.
>FM876993.1.802_U,k:Eukaryota,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Porphyridiophyceae,o:Porphyridiales,f:Porphyridiales_X,g:Porphyridium,s:Porphyridium_sp.
>EU143489.1.889_U,k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Prasino-Clade-9,o:Prasino-Clade-9_X,f:Prasino-Clade-9_XX,g:Prasino-Clade-9_XXX,s:Prasino-Clade-9_XXX_sp.
>FJ537517.1.816_U,k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Prasino-Clade-9,o:Prasino-Clade-9_X,f:Prasino-Clade-9_XX,g:Prasino-Clade-9_XXX,s:Prasino-Clade-9_XXX_sp.
>FJ537345.1.1756_U,k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Prasino-Clade-9,o:Prasino-Clade-9_X,f:Prasino-Clade-9_XX,g:Prasino-Clade-9_XXX,s:Prasino-Clade-9_XXX_sp.
>EU143506.1.906_U,k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Prasino-Clade-VIII,o:Prasino-Clade-VIII_X,f:Prasino-Clade-VIII_XX,g:Prasino-Clade-VIII_XXX,s:Prasino-Clade-VIII_XXX_sp.
>EU143505.1.906_U,k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Prasino-Clade-VIII,o:Prasino-Clade-VIII_X,f:Prasino-Clade-VIII_XX,g:Prasino-Clade-VIII_XXX,s:Prasino-Clade-VIII_XXX_sp.
>EU143504.1.906_U,k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Prasino-Clade-VIII,o:Prasino-Clade-VIII_X,f:Prasino-Clade-VIII_XX,g:Prasino-Clade-VIII_XXX,s:Prasino-Clade-VIII_XXX_sp.
>EU143484.1.893_U,k:Eukaryota,d:Archaeplastida,p:Prasinodermophyta-Prasinodermophyta_X,c:Prasinodermophyceae,o:Prasinodermales,f:Prasinodermaceae,g:Prasinoderma,s:Prasinoderma_singularis
>AB058375.1.1750_U,k:Eukaryota,d:Archaeplastida,p:Prasinodermophyta-Prasinodermophyta_X,c:Prasinodermophyceae,o:Prasinodermales,f:Prasinodermaceae,g:Prasinodermaceae_X,s:Prasinodermaceae_X_sp.
>EU143481.1.898_U,k:Eukaryota,d:Archaeplastida,p:Prasinodermophyta-Prasinodermophyta_X,c:Prasinodermophyceae,o:Prasinodermales,f:Prasinodermaceae,g:Prasinodermaceae_X,s:Prasinodermaceae_X_sp.
>DQ525700.1.1937_U,k:Eukaryota,d:Excavata,p:Metamonada-Preaxostyla,c:Preaxostyla_X,o:Oxymonadida,f:Saccinobaculidae,g:Saccinobaculus,s:Saccinobaculus_doroaxostylus
>HM125130.1.1898_U,k:Eukaryota,d:Excavata,p:Metamonada-Preaxostyla,c:Preaxostyla_X,o:Oxymonadida,f:Pyrsonymphidae,g:Dinenympha,s:Dinenympha_sp.
>AF244905.1.1850_U,k:Eukaryota,d:Excavata,p:Metamonada-Preaxostyla,c:Preaxostyla_X,o:Preaxostyla_XX,f:Paramastigidae,g:Paratrimastix,s:Paratrimastix_eleionoma
>X80234.22.1814_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Priapulida,o:Priapulida_X,f:Priapulida_XX,g:Priapulus,s:Priapulus_caudatus
>AF342790.1.1768_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Priapulida,o:Priapulida_X,f:Priapulida_XX,g:Halicryptus,s:Halicryptus_spinulosus
>FJ775646.1.811_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Priapulida,o:Priapulida_X,f:Priapulida_XX,g:Priapulida_XXX,s:Priapulida_XXX_sp.
>HQ394033.1.819_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Prostomatea,o:Prorodontida,f:Urotrichidae,g:Urotricha,s:Urotricha_sp.
>AB695501.1.1724_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Prostomatea,o:Prorodontida,f:Urotrichidae,g:Urotricha,s:Urotricha_sp.
>FN690354.1.1661_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Prostomatea,o:Prorodontida,f:Urotrichidae,g:Urotricha,s:Urotricha_sp.
>JN090894.1.1766_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Prostomatea_1,o:Prostomatea_1_X,f:Colepidae,g:Coleps_1,s:Coleps_1_sp.
>AM292313.1.1704_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Prostomatea_1,o:Prostomatea_1_X,f:Colepidae,g:Coleps,s:Coleps_nolandi
>AB354737.1.1743_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Prostomatea_1,o:Prostomatea_1_X,f:Colepidae,g:Levicoleps,s:Levicoleps_biwae
>HM051056.1.1746_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Prostomatea_2,o:Prostomatea_2_X,f:Placidae,g:Spathidiopsis,s:Spathidiopsis_buddenbrocki
>HM051057.1.1731_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Prostomatea_2,o:Prostomatea_2_X,f:Placidae,g:Placus,s:Placus_striatus
>FJ858216.1.1747_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Prostomatea_2,o:Prostomatea_2_X,f:Placidae,g:Placus,s:Placus_salinus
>EF526798.1.1315_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Prostomatea_3,o:Prostomatea_3_X,f:Holophryidae,g:Holophryidae_X,s:Holophryidae_X_sp.
>DQ103865.1.1740_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Prostomatea_3,o:Prostomatea_3_X,f:Holophryidae,g:Holophryidae_X,s:Holophryidae_X_sp.
>DQ310335.1.1479_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Prostomatea_3,o:Prostomatea_3_X,f:Holophryidae,g:Holophryidae_X,s:Holophryidae_X_sp.
>AB983344.1.1660_U,k:Eukaryota,d:Haptista,p:Haptophyta-Haptophyta_X,c:Prymnesiophyceae,o:Calcihaptophycidae,f:Calcihaptophycidae_X,g:Gladiolithus,s:Gladiolithus_sp.
>AB983345.1.1693_U,k:Eukaryota,d:Haptista,p:Haptophyta-Haptophyta_X,c:Prymnesiophyceae,o:Calcihaptophycidae,f:Calcihaptophycidae_X,g:Gladiolithus,s:Gladiolithus_sp.
>AB158370.1.1763_U,k:Eukaryota,d:Haptista,p:Haptophyta-Haptophyta_X,c:Prymnesiophyceae,o:Calcihaptophycidae,f:Chrysoculteraceae,g:Chrysoculter,s:Chrysoculter_rhomboideus
>AY749515.1.1581_U,k:Eukaryota,d:Haptista,p:Centroplasthelida-Centroplasthelida_X,c:Pterocystida,o:Pterocystida_X,f:Pterocystida_XX,g:Pterocystida_XXX,s:Pterocystida_XXX_sp.
>AY749487.1.1576_U,k:Eukaryota,d:Haptista,p:Centroplasthelida-Centroplasthelida_X,c:Pterocystida,o:Pterista,f:Pterocystidae,g:Pterocystidae_X,s:Pterocystidae_X_sp.
>AY749614.1.1619_U,k:Eukaryota,d:Haptista,p:Centroplasthelida-Centroplasthelida_X,c:Pterocystida,o:Pterista,f:Heterophryidae,g:Sphaerastrum,s:Sphaerastrum_fockii
>EU141942.1.1806_U,k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Pyramimonadophyceae,o:Pyramimonadales,f:Pyramimonadaceae,g:Pyramimonas,s:Pyramimonas_gelidicola
>AJ404886.1.1724_U,k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Pyramimonadophyceae,o:Pyramimonadales,f:Pyramimonadaceae,g:Pyramimonas,s:Pyramimonas_australis
>FN562443.1.1783_U,k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Pyramimonadophyceae,o:Pyramimonadales,f:Pyramimonadaceae,g:Pyramimonas,s:Pyramimonas_parkeae
>EU561982.1.868_U,k:Eukaryota,d:TSAR,p:Rhizaria-Radiolaria,c:RAD-A,o:RAD-A_X,f:RAD-A_Xb,g:RAD-A_Xb_X,s:RAD-A_Xb_X_sp.
>GU823374.1.1208_U,k:Eukaryota,d:TSAR,p:Rhizaria-Radiolaria,c:RAD-A,o:RAD-A_X,f:RAD-A_Xg,g:RAD-A_Xg_X,s:RAD-A_Xg_X_sp.
>GU823271.1.1401_U,k:Eukaryota,d:TSAR,p:Rhizaria-Radiolaria,c:RAD-A,o:RAD-A_X,f:RAD-A_Xg,g:RAD-A_Xg_X,s:RAD-A_Xg_X_sp.
>EU561822.1.924_U,k:Eukaryota,d:TSAR,p:Rhizaria-Radiolaria,c:RAD-B,o:RAD-B_X,f:Taxopodida,g:Sticholonche,s:Sticholonche_sp.
>DQ314831.1.1762_U,k:Eukaryota,d:TSAR,p:Rhizaria-Radiolaria,c:RAD-B,o:RAD-B_X,f:RAD-B_X_Group-Ie,g:RAD-B_X_Group-Ie_X,s:RAD-B_X_Group-Ie_X_sp.
>AY665072.1.1758_U,k:Eukaryota,d:TSAR,p:Rhizaria-Radiolaria,c:RAD-B,o:RAD-B_X,f:RAD-B_X_Group-IV_X,g:RAD-B_X_Group-IV_XX,s:RAD-B_X_Group-IV_XX_sp.
>EU567301.1.1092_U,k:Eukaryota,d:TSAR,p:Rhizaria-Radiolaria,c:RAD-C,o:RAD-C_X,f:RAD-C_Xa,g:RAD-C_Xa_X,s:RAD-C_Xa_X_sp.
>GU824007.1.1198_U,k:Eukaryota,d:TSAR,p:Rhizaria-Radiolaria,c:RAD-C,o:RAD-C_X,f:RAD-C_Xb,g:RAD-C_Xb_X,s:RAD-C_Xb_X_sp.
>GU821362.1.1064_U,k:Eukaryota,d:TSAR,p:Rhizaria-Radiolaria,c:RAD-C,o:RAD-C_X,f:RAD-C_Xa,g:RAD-C_Xa_X,s:RAD-C_Xa_X_sp.
>GU825638.1.1210_U,k:Eukaryota,d:TSAR,p:Rhizaria-Radiolaria,c:Radiolaria_X,o:Radiolaria_XX,f:Radiolaria_XXX,g:Radiolaria_XXXX,s:Radiolaria_XXXX_sp.
>EF172847.1.1415_U,k:Eukaryota,d:TSAR,p:Rhizaria-Radiolaria,c:Radiolaria_X,o:Radiolaria_XX,f:Radiolaria_XXX,g:Radiolaria_XXXX,s:Radiolaria_XXXX_sp.
>GU824683.1.1080_U,k:Eukaryota,d:TSAR,p:Rhizaria-Radiolaria,c:Radiolaria_X,o:Radiolaria_XX,f:Radiolaria_XXX,g:Radiolaria_XXXX,s:Radiolaria_XXXX_sp.
>HQ866156.1.905_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Raphidophyceae,o:Raphidophyceae_X,f:Raphidophyceae_XX,g:Heterosigma,s:Heterosigma_akashiwo
>HQ866557.1.896_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Raphidophyceae,o:Raphidophyceae_X,f:Raphidophyceae_XX,g:Heterosigma,s:Heterosigma_akashiwo
>HQ866312.1.898_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Raphidophyceae,o:Raphidophyceae_X,f:Raphidophyceae_XX,g:Heterosigma,s:Heterosigma_akashiwo
>HG970975.1.1815_U,k:Eukaryota,d:Haptista,p:Haptophyta-Haptophyta_X,c:Rappephyceae,o:Pavlomulinales,f:Pavlomulinaceae,g:Pavlomulina,s:Pavlomulina_ranunculiformis
>KJ762982.1.1815_U,k:Eukaryota,d:Haptista,p:Haptophyta-Haptophyta_X,c:Rappephyceae,o:Pavlomulinales,f:Pavlomulinaceae,g:Pavlomulina,s:Pavlomulina_ranunculiformis
>JX841518.1.606_U,k:Eukaryota,d:Haptista,p:Haptophyta-Haptophyta_X,c:Rappephyceae,o:Pavlomulinales,f:Pavlomulinaceae,g:Pavlomulina,s:Pavlomulina_ranunculiformis
>MG760572.1.1757_U,k:Eukaryota,d:TSAR,p:Rhizaria-Rhizaria_X,c:Rhizaria_XX,o:Aquavolonida,f:Aquavolonida_X,g:Aquavolon,s:Aquavolon_hoantrani
>MG818163.1.1765_U,k:Eukaryota,d:TSAR,p:Rhizaria-Rhizaria_X,c:Rhizaria_XX,o:Aquavolonida,f:Aquavolonida_X,g:Aquavolon,s:Aquavolon_dientrani
>MG818164.1.1684_U,k:Eukaryota,d:TSAR,p:Rhizaria-Rhizaria_X,c:Rhizaria_XX,o:Aquavolonida,f:Aquavolonida_X,g:Aquavolon,s:Aquavolon_dientrani
>AB045598.1.1724_U,k:Eukaryota,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Rhodellophyceae,o:Rhodellales,f:Rhodellales_X,g:Rhodella,s:Rhodella_sp.
>AB045591.1.1758_U,k:Eukaryota,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Rhodellophyceae,o:Rhodellales,f:Rhodellales_X,g:Rhodella,s:Rhodella_sp.
>AB183652.1.1736_U,k:Eukaryota,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Rhodellophyceae,o:Rhodellales,f:Rhodellales_X,g:Rhodella,s:Rhodella_sp.
>GQ462613.1.1718_U,k:Eukaryota,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Rhodophyta_XX,o:Rhodophyta_XXX,f:Rhodophyta_XXXX,g:Rhodophyta_XXXXX,s:Rhodophyta_XXXXX_sp.
>AB695474.1.1850_U,k:Eukaryota,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Rhodophyta_XX,o:Rhodophyta_XXX,f:Rhodophyta_XXXX,g:Rhodophyta_XXXXX,s:Rhodophyta_XXXXX_sp.
>AB649036.1.1734_U,k:Eukaryota,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Rhodophyta_XX,o:Rhodophyta_XXX,f:Rhodophyta_XXXX,g:Neorhodella,s:Neorhodella_cyanea
>AY268038.1.1731_U,k:Eukaryota,d:CRuMs,p:Rigifilida-Rigifilida_X,c:Rigifilida_XX,o:Rigifilida_XXX,f:Rigifilida_XXXX,g:Micronuclearia,s:Micronuclearia_podoventralis
>AB686266.1.1858_U,k:Eukaryota,d:CRuMs,p:Rigifilida-Rigifilida_X,c:Rigifilida_XX,o:Rigifilida_XXX,f:Rigifilida_XXXX,g:Rigifila,s:Rigifila_ramosa
>GQ922295.1.1581_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Rotifera,o:Rotifera_X,f:Rotifera_XX,g:Rotifera_XXX,s:Rotifera_XXX_sp.
>GQ922329.1.1638_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Rotifera,o:Rotifera_X,f:Rotifera_XX,g:Rotifera_XXX,s:Rotifera_XXX_sp.
>DQ297716.1.1759_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Rotifera,o:Rotifera_X,f:Rotifera_XX,g:Polyarthra,s:Polyarthra_remata
>KY113120.1.1675_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Rotosphaerida,c:Rotosphaerida_X,o:Rotosphaerida_XX,f:Rotosphaerida_XXX,g:Parvularia,s:Parvularia_atlantis
>MK547176.1.1610_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Rotosphaerida,c:Rotosphaerida_X,o:Rotosphaerida_XX,f:Rotosphaerida_XXX,g:Lithocolla,s:Lithocolla_globosa
>MK547175.1.1836_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Rotosphaerida,c:Rotosphaerida_X,o:Rotosphaerida_XX,f:Rotosphaerida_XXX,g:Pompholyxophrys,s:Pompholyxophrys_punicea
>JN054664.1.1478_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Rozellomycota,o:Rozellomycota_X,f:Rozellomycota_XX,g:Rozellomycota_XXX,s:Rozellomycota_XXX_sp.
>JX074678.1.850_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Rozellomycota,o:Rozellomycota_X,f:Rozellomycota_XX,g:Rozellomycota_XXX,s:Rozellomycota_XXX_sp.
>AF372714.1.1164_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Rozellomycota,o:Rozellomycota_X,f:Rozellomycota_XX,g:Rozellomycota_XXX,s:Rozellomycota_XXX_sp.
>JQ781961.1.1805_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Sagenista_X,f:MAST-4,g:MAST-4A,s:MAST-4A_sp.
>FJ821481.1.1797_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Oblongichytridiaceae,g:Oblongichytrium,s:Oblongichytrium_sp.
>AY046632.1.1208_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Labyrinthulomycetes_LAB1/6/8,g:Labyrinthulomycetes_LAB8,s:Labyrinthulomycetes_LAB8_sp.
>MH488781.1.1813_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Sainouroidea,o:Sainouroidea_X,f:Sainouroidea_XX,g:Acantholus,s:Acantholus_ambigus
>MH488775.1.2010_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Sainouroidea,o:Sainouroidea_X,f:Guttulinopsidae,g:Guttulinopsis,s:Guttulinopsis_vulgaris
>MH488774.1.2217_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Sainouroidea,o:Sainouroidea_X,f:Guttulinopsidae,g:Guttulinopsis,s:Guttulinopsis_rogosa
>AB085614.1.1787_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Schizocladiophyceae,o:Schizocladiophyceae_X,f:Schizocladiophyceae_XX,g:Schizocladia,s:Schizocladia_ischiensis
